Qwen API key configured: yes (config: /data/yixinchen/KG_Course/chip2022_medical_causal_kg/.env)
Qwen API key configured: yes
total_docs=1000 already_done=5 output=data/processed/qwen_unlabel_incremental.jsonl
Doc_unlabel_0960 items=11 error=False elapsed=76.526s
Doc_unlabel_0961 items=14 error=False elapsed=65.493s
Doc_unlabel_0962 items=9 error=False elapsed=77.692s
Doc_unlabel_0963 items=7 error=False elapsed=55.243s
Doc_unlabel_0964 items=7 error=False elapsed=58.598s
Doc_unlabel_0965 items=4 error=False elapsed=46.359s
Doc_unlabel_0966 items=8 error=False elapsed=71.017s
Doc_unlabel_0967 items=17 error=False elapsed=76.032s
Doc_unlabel_0968 items=11 error=False elapsed=64.962s
Doc_unlabel_0969 items=13 error=False elapsed=56.86s
Doc_unlabel_0970 items=23 error=False elapsed=71.924s
Doc_unlabel_0971 items=10 error=False elapsed=62.314s
Doc_unlabel_0972 items=12 error=False elapsed=75.487s
Doc_unlabel_0973 items=8 error=False elapsed=70.378s
Doc_unlabel_0974 items=7 error=False elapsed=66.301s
Doc_unlabel_0975 items=15 error=False elapsed=65.57s
Doc_unlabel_0976 items=12 error=False elapsed=76.689s
Doc_unlabel_0977 items=5 error=False elapsed=54.759s
Doc_unlabel_0978 items=17 error=False elapsed=62.809s
Doc_unlabel_0979 items=4 error=False elapsed=41.134s
Doc_unlabel_0980 items=0 error=False elapsed=590.397s
Doc_unlabel_0981 items=6 error=False elapsed=60.787s
Doc_unlabel_0982 items=7 error=False elapsed=58.3s
Doc_unlabel_0983 items=11 error=False elapsed=86.042s
Doc_unlabel_0984 items=24 error=False elapsed=85.212s
Doc_unlabel_0985 items=7 error=False elapsed=53.697s
Doc_unlabel_0986 items=9 error=False elapsed=61.538s
Doc_unlabel_0987 items=4 error=False elapsed=76.397s
Doc_unlabel_0988 items=14 error=False elapsed=80.746s
Doc_unlabel_0989 items=13 error=False elapsed=66.683s
Doc_unlabel_0990 items=12 error=False elapsed=89.275s
Doc_unlabel_0991 items=5 error=False elapsed=56.417s
Doc_unlabel_0992 items=3 error=False elapsed=62.968s
Doc_unlabel_0993 items=21 error=False elapsed=79.915s
Doc_unlabel_0994 items=5 error=False elapsed=52.174s
Doc_unlabel_0995 items=10 error=False elapsed=66.566s
Doc_unlabel_0996 items=10 error=False elapsed=58.154s
Doc_unlabel_0997 items=11 error=False elapsed=59.107s
Doc_unlabel_0998 items=11 error=False elapsed=72.376s
Doc_unlabel_0999 items=14 error=False elapsed=63.151s
wrote 1000 raw outputs to data/processed/qwen_extracted_raw.json
